Sample 1	Sample 1	Sample 2	Sample 2	Sample 3	Sample 3	Sample 4	Sample 4	Sample 5	Sample 5	Sample 6	Sample 6	Sample 7	Sample 7
576.2	8570	702.4	342790	702.4	47940	702.4	141.8	0	0	701.2	5200	0	0
576.3	8800	702.6	392430	702.6	52960	702.6	143.5	0	0	701.3	5470	0	0
576.4	8720	702.8	456110	702.8	59630	702.8	144.9	0	0	701.4	5840	0	0
576.5	8810	703	511430	703	64830	703	146.6	0	0	701.5	6070	0	0
576.6	8200	703.2	559060	703.2	71280	703.2	147.4	0	0	701.6	6930	0	0
576.7	8080	703.4	579800	703.4	71760	703.4	148.8	0	0	701.7	7140	0	0
576.8	8420	703.6	570250	703.6	71460	703.6	148.6	0	0	701.8	7840	0	0
576.9	8960	703.8	535340	703.8	66270	703.8	149	0	0	701.9	8460	0	0
577	8550	704	479850	704	60670	704	149.1	0	0	702	9300	0	0
577.1	9070	704.2	409160	704.2	53110	704.2	149.4	0	0	702.1	9450	0	0
577.2	8500	704.4	336790	704.4	44970	704.4	149.1	0	0	702.2	10710	0	0
577.3	9100	704.6	273210	704.6	35890	704.6	148.3	0	0	702.3	11910	0	0
577.4	9150	704.8	222480	704.8	28710	704.8	147.6	0	0	702.4	12520	0	0
577.5	8940	705	172990	705	23250	705	146.5	0	0	702.5	13650	0	0
577.6	9140	705.2	136420	705.2	18650	705.2	145	0	0	702.6	14030	0	0
577.7	8780	705.4	108250	705.4	15300	705.4	143.6	0	0	702.7	15120	0	0
577.8	9020	705.6	88290	705.6	12290	705.6	141.3	0	0	702.8	16240	0	0
577.9	9110	705.8	73790	705.8	9890	705.8	139.2	0	0	702.9	18620	0	0
578	8600	706	61340	706	8020	706	137.2	0	0	703	19390	0	0
578.1	9280	706.2	53690	706.2	7170	706.2	134.8	0	0	703.1	21630	0	0
578.2	8440	706.4	48690	706.4	6890	706.4	132	0	0	703.2	22960	0	0
578.3	8920	706.6	43140	706.6	5600	706.6	129.1	0	0	703.3	24730	0	0
578.4	8790	706.8	41070	706.8	5250	706.8	125.7	0	0	703.4	26450	0	0
578.5	8460	707	37030	707	4750	707	122.5	0	0	703.5	26550	0	0
578.6	8460	707.2	35960	707.2	4300	707.2	119.2	0	0	703.6	27660	0	0
578.7	8740	707.4	36340	707.4	4310	707.4	115.5	0	0	703.7	24270	0	0
578.8	9070	707.6	34240	707.6	4260	707.6	111.9	0	0	703.8	23640	0	0
578.9	9070	707.8	34370	707.8	4500	707.8	108	0	0	703.9	23450	0	0
579	8940	708	33580	708	4360	708	104.4	0	0	704	20980	0	0
579.1	8910	708.2	34090	708.2	4080	708.2	100.3	0	0	704.1	18820	0	0
579.2	8730	708.4	34170	708.4	4090	708.4	96.24	0	0	704.2	16980	0	0
579.3	8930	708.6	34920	708.6	4220	708.6	91.94	0	0	704.3	15100	0	0
579.4	8260	708.8	34510	708.8	4630	708.8	88.05	0	0	704.4	13800	0	0
579.5	8250	709	35540	709	4300	709	84.03	0	0	704.5	11970	0	0
579.6	8900	709.2	34830	709.2	4180	709.2	79.87	0	0	704.6	10830	0	0
579.7	7960	709.4	35110	709.4	4030	709.4	75.84	0	0	704.7	8780	0	0
579.8	8410	709.6	33660	709.6	4140	709.6	71.76	0	0	704.8	7670	0	0
579.9	8550	709.8	33880	709.8	4270	709.8	67.95	0	0	704.9	6560	0	0
580	8260	710	33990	710	4040	710	63.93	0	0	705	5680	0	0
580.1	8960	710.2	34080	710.2	4160	710.2	59.99	0	0	705.1	5160	0	0
580.2	8440	710.4	32120	710.4	3860	710.4	56.44	0	0	705.2	4020	0	0
580.3	8140	710.6	32960	710.6	3850	710.6	52.82	0	0	705.3	3860	0	0
580.4	8330	710.8	32620	710.8	3980	710.8	49.55	0	0	705.4	3390	0	0
580.5	8800	711	32570	711	3570	711	46.45	0	0	705.5	3110	0	0
580.6	8860	711.2	32170	711.2	3960	711.2	43.51	0	0	705.6	2420	0	0
580.7	9160	711.4	32020	711.4	3900	711.4	40.51	0	0	705.7	2310	0	0
580.8	9690	711.6	31370	711.6	3770	711.6	37.68	0	0	705.8	2140	0	0
580.9	9110	711.8	31720	711.8	4010	711.8	35.09	0	0	705.9	1740	0	0
581	9210	712	31790	712	3790	712	32.61	0	0	706	1580	0	0
581.1	9200	712.2	32080	712.2	3860	712.2	30.31	0	0	706.1	1260	0	0
581.2	9040	712.4	32530	712.4	3890	712.4	28.15	0	0	706.2	1240	0	0
581.3	9990	712.6	32550	712.6	3500	712.6	26.07	0	0	706.3	1280	0	0
581.4	9680	712.8	32690	712.8	3940	712.8	24.12	0	0	706.4	890	0	0
581.5	9690	713	33810	713	3830	713	22.13	0	0	706.5	1000	0	0
581.6	10040	713.2	33990	713.2	3740	713.2	20.52	0	0	706.6	910	0	0
581.7	10040	713.4	35670	713.4	3990	713.4	18.85	0	0	706.7	900	0	0
581.8	9700	713.6	37980	713.6	4210	713.6	17.34	0	0	706.8	840	0	0
581.9	10830	713.8	38580	713.8	4000	713.8	16	0	0	706.9	660	0	0
582	10350	714	41470	714	4150	714	14.71	0	0	707	750	0	0
582.1	10260	714.2	42440	714.2	4430	714.2	13.5	0	0	707.1	650	0	0
582.2	10670	714.4	42860	714.4	3560	714.4	12.43	0	0	707.2	700	0	0
582.3	10370	714.6	44120	714.6	4290	714.6	11.42	0	0	707.3	460	0	0
582.4	10010	714.8	43840	714.8	3920	714.8	10.45	0	0	707.4	670	0	0
582.5	9740	715	42140	715	4160	715	9.736	0	0	707.5	540	0	0
582.6	10530	715.2	40720	715.2	3770	715.2	8.909	0	0	707.6	530	0	0
582.7	10450	715.4	40110	715.4	3950	715.4	8.189	0	0	707.7	560	0	0
582.8	9650	715.6	37530	715.6	3820	715.6	7.582	0	0	707.8	510	0	0
582.9	9900	715.8	36420	715.8	3850	715.8	6.962	0	0	707.9	490	0	0
583	10110	716	34780	716	3440	716	6.472	0	0	708	420	0	0
583.1	10290	716.2	33080	716.2	3710	716.2	6.014	0	0	708.1	490	0	0
583.2	10080	716.4	31460	716.4	3660	716.4	5.625	0	0	708.2	500	0	0
583.3	9830	716.6	31250	716.6	3330	716.6	5.24	0	0	708.3	540	0	0
583.4	10350	716.8	29750	716.8	3460	716.8	4.981	0	0	708.4	540	0	0
583.5	9980	717	30700	717	4020	717	4.648	0	0	708.5	560	0	0
583.6	10390	717.2	31320	717.2	3220	717.2	4.424	0	0	708.6	620	0	0
583.7	11510	717.4	29870	717.4	3590	717.4	4.179	0	0	708.7	630	0	0
583.8	10840	717.6	29800	717.6	3040	717.6	3.929	0	0	708.8	770	0	0
583.9	10920	717.8	30620	717.8	3480	717.8	3.738	0	0	708.9	630	0	0
584	11460	718	30980	718	3670	718	3.5	0	0	709	610	0	0
584.1	11630	718.2	31320	718.2	3470	718.2	3.367	0	0	709.1	590	0	0
584.2	11990	718.4	31920	718.4	3910	718.4	3.199	0	0	709.2	580	0	0
584.3	13020	718.6	31050	718.6	3810	718.6	3.063	0	0	709.3	580	0	0
584.4	13080	718.8	32890	718.8	3810	718.8	2.915	0	0	709.4	630	0	0
584.5	13860	719	31980	719	3490	719	2.855	0	0	709.5	590	0	0
584.6	14110	719.2	34480	719.2	3330	719.2	2.74	0	0	709.6	490	0	0
584.7	14400	719.4	33510	719.4	3850	719.4	2.682	0	0	709.7	480	0	0
584.8	14440	719.6	33340	719.6	3780	719.6	2.577	0	0	709.8	490	0	0
584.9	16200	719.8	33570	719.8	3910	719.8	2.529	0	0	709.9	500	0	0
585	16270	720	33540	720	3860	720	2.486	0	0	710	360	0	0
585.1	16010	0	0	0	0	0	0	0	0	0	0	0	0
585.2	17130	0	0	0	0	0	0	0	0	0	0	0	0
585.3	17490	0	0	0	0	0	0	0	0	0	0	0	0
585.4	17360	0	0	0	0	0	0	0	0	0	0	0	0
585.5	17720	0	0	0	0	0	0	0	0	0	0	0	0
585.6	17390	0	0	0	0	0	0	0	0	0	0	0	0
585.7	17390	0	0	0	0	0	0	0	0	0	0	0	0
585.8	18160	0	0	0	0	0	0	0	0	0	0	0	0
585.9	17500	0	0	0	0	0	0	0	0	0	0	0	0
586	18200	0	0	0	0	0	0	0	0	0	0	0	0
586.1	16710	0	0	0	0	0	0	0	0	0	0	0	0
586.2	18320	0	0	0	0	0	0	0	0	0	0	0	0
586.3	18630	0	0	0	0	0	0	0	0	0	0	0	0
586.4	18590	0	0	0	0	0	0	0	0	0	0	0	0
586.5	18800	0	0	0	0	0	0	0	0	0	0	0	0
586.6	19530	0	0	0	0	0	0	0	0	0	0	0	0
586.7	20290	0	0	0	0	0	0	0	0	0	0	0	0
586.8	20900	0	0	0	0	0	0	0	0	0	0	0	0
586.9	22320	0	0	0	0	0	0	0	0	0	0	0	0
587	21200	0	0	0	0	0	0	0	0	0	0	0	0
587.1	21360	0	0	0	0	0	0	0	0	0	0	0	0
587.2	21980	0	0	0	0	0	0	0	0	0	0	0	0
587.3	23050	0	0	0	0	0	0	0	0	0	0	0	0
587.4	23120	0	0	0	0	0	0	0	0	0	0	0	0
587.5	22970	0	0	0	0	0	0	0	0	0	0	0	0
587.6	22840	0	0	0	0	0	0	0	0	0	0	0	0
587.7	21700	0	0	0	0	0	0	0	0	0	0	0	0
587.8	20270	0	0	0	0	0	0	0	0	0	0	0	0
587.9	21460	0	0	0	0	0	0	0	0	0	0	0	0
588	20550	0	0	0	0	0	0	0	0	0	0	0	0
588.1	19990	0	0	0	0	0	0	0	0	0	0	0	0
588.2	20360	0	0	0	0	0	0	0	0	0	0	0	0
588.3	20350	0	0	0	0	0	0	0	0	0	0	0	0
588.4	20440	0	0	0	0	0	0	0	0	0	0	0	0
588.5	20810	0	0	0	0	0	0	0	0	0	0	0	0
588.6	19890	0	0	0	0	0	0	0	0	0	0	0	0
588.7	19920	0	0	0	0	0	0	0	0	0	0	0	0
588.8	20850	0	0	0	0	0	0	0	0	0	0	0	0
588.9	21150	0	0	0	0	0	0	0	0	0	0	0	0
589	21160	0	0	0	0	0	0	0	0	0	0	0	0
589.1	22250	0	0	0	0	0	0	0	0	0	0	0	0
589.2	22210	0	0	0	0	0	0	0	0	0	0	0	0
589.3	24270	0	0	0	0	0	0	0	0	0	0	0	0
589.4	24290	0	0	0	0	0	0	0	0	0	0	0	0
589.5	25950	0	0	0	0	0	0	0	0	0	0	0	0
589.6	26260	0	0	0	0	0	0	0	0	0	0	0	0
589.7	27440	0	0	0	0	0	0	0	0	0	0	0	0
589.8	26620	0	0	0	0	0	0	0	0	0	0	0	0
589.9	29290	0	0	0	0	0	0	0	0	0	0	0	0
590	30890	0	0	0	0	0	0	0	0	0	0	0	0
590.1	31070	0	0	0	0	0	0	0	0	0	0	0	0
590.2	32900	0	0	0	0	0	0	0	0	0	0	0	0
590.3	34380	0	0	0	0	0	0	0	0	0	0	0	0
590.4	35920	0	0	0	0	0	0	0	0	0	0	0	0
590.5	36170	0	0	0	0	0	0	0	0	0	0	0	0
590.6	38790	0	0	0	0	0	0	0	0	0	0	0	0
590.7	42530	0	0	0	0	0	0	0	0	0	0	0	0
590.8	43980	0	0	0	0	0	0	0	0	0	0	0	0
590.9	47340	0	0	0	0	0	0	0	0	0	0	0	0
591	54270	0	0	0	0	0	0	0	0	0	0	0	0
591.1	62870	0	0	0	0	0	0	0	0	0	0	0	0
591.2	72980	0	0	0	0	0	0	0	0	0	0	0	0
591.3	85270	0	0	0	0	0	0	0	0	0	0	0	0
591.4	107650	0	0	0	0	0	0	0	0	0	0	0	0
591.5	145060	0	0	0	0	0	0	0	0	0	0	0	0
591.6	184360	0	0	0	0	0	0	0	0	0	0	0	0
591.7	225800	0	0	0	0	0	0	0	0	0	0	0	0
591.8	302720	0	0	0	0	0	0	0	0	0	0	0	0
591.9	400840	0	0	0	0	0	0	0	0	0	0	0	0
592	508630	0	0	0	0	0	0	0	0	0	0	0	0
592.1	610360	0	0	0	0	0	0	0	0	0	0	0	0
592.2	748290	0	0	0	0	0	0	0	0	0	0	0	0
592.3	859360	0	0	0	0	0	0	0	0	0	0	0	0
592.4	958350	0	0	0	0	0	0	0	0	0	0	0	0
592.5	1033900	0	0	0	0	0	0	0	0	0	0	0	0
592.6	1044450	0	0	0	0	0	0	0	0	0	0	0	0
592.7	1007960	0	0	0	0	0	0	0	0	0	0	0	0
592.8	978890	0	0	0	0	0	0	0	0	0	0	0	0
592.9	870490	0	0	0	0	0	0	0	0	0	0	0	0
593	733850	0	0	0	0	0	0	0	0	0	0	0	0
593.1	589060	0	0	0	0	0	0	0	0	0	0	0	0
593.2	457990	0	0	0	0	0	0	0	0	0	0	0	0
593.3	341960	0	0	0	0	0	0	0	0	0	0	0	0
593.4	252860	0	0	0	0	0	0	0	0	0	0	0	0
593.5	183200	0	0	0	0	0	0	0	0	0	0	0	0
593.6	130870	0	0	0	0	0	0	0	0	0	0	0	0
593.7	96180	0	0	0	0	0	0	0	0	0	0	0	0
593.8	75330	0	0	0	0	0	0	0	0	0	0	0	0
593.9	64560	0	0	0	0	0	0	0	0	0	0	0	0
594	53570	0	0	0	0	0	0	0	0	0	0	0	0
594.1	48200	0	0	0	0	0	0	0	0	0	0	0	0
594.2	46120	0	0	0	0	0	0	0	0	0	0	0	0
594.3	43290	0	0	0	0	0	0	0	0	0	0	0	0
594.4	42390	0	0	0	0	0	0	0	0	0	0	0	0
594.5	42020	0	0	0	0	0	0	0	0	0	0	0	0
594.6	46120	0	0	0	0	0	0	0	0	0	0	0	0
594.7	48260	0	0	0	0	0	0	0	0	0	0	0	0
594.8	53340	0	0	0	0	0	0	0	0	0	0	0	0
594.9	59870	0	0	0	0	0	0	0	0	0	0	0	0
595	78110	0	0	0	0	0	0	0	0	0	0	0	0
595.1	96850	0	0	0	0	0	0	0	0	0	0	0	0
595.2	122110	0	0	0	0	0	0	0	0	0	0	0	0
595.3	152440	0	0	0	0	0	0	0	0	0	0	0	0
595.4	207540	0	0	0	0	0	0	0	0	0	0	0	0
595.5	272470	0	0	0	0	0	0	0	0	0	0	0	0
595.6	331070	0	0	0	0	0	0	0	0	0	0	0	0
595.7	405840	0	0	0	0	0	0	0	0	0	0	0	0
595.8	474280	0	0	0	0	0	0	0	0	0	0	0	0
595.9	512880	0	0	0	0	0	0	0	0	0	0	0	0
596	550230	0	0	0	0	0	0	0	0	0	0	0	0
596.1	544150	0	0	0	0	0	0	0	0	0	0	0	0
596.2	497210	0	0	0	0	0	0	0	0	0	0	0	0
596.3	436750	0	0	0	0	0	0	0	0	0	0	0	0
596.4	386350	0	0	0	0	0	0	0	0	0	0	0	0
596.5	307630	0	0	0	0	0	0	0	0	0	0	0	0
596.6	237480	0	0	0	0	0	0	0	0	0	0	0	0
596.7	179690	0	0	0	0	0	0	0	0	0	0	0	0
596.8	139840	0	0	0	0	0	0	0	0	0	0	0	0
596.9	110790	0	0	0	0	0	0	0	0	0	0	0	0
597	88880	0	0	0	0	0	0	0	0	0	0	0	0
597.1	74260	0	0	0	0	0	0	0	0	0	0	0	0
597.2	62430	0	0	0	0	0	0	0	0	0	0	0	0
597.3	57100	0	0	0	0	0	0	0	0	0	0	0	0
597.4	52690	0	0	0	0	0	0	0	0	0	0	0	0
597.5	48820	0	0	0	0	0	0	0	0	0	0	0	0
597.6	44590	0	0	0	0	0	0	0	0	0	0	0	0
597.7	42980	0	0	0	0	0	0	0	0	0	0	0	0
597.8	41240	0	0	0	0	0	0	0	0	0	0	0	0
597.9	41060	0	0	0	0	0	0	0	0	0	0	0	0
598	39100	0	0	0	0	0	0	0	0	0	0	0	0
598.1	37030	0	0	0	0	0	0	0	0	0	0	0	0
598.2	37050	0	0	0	0	0	0	0	0	0	0	0	0
598.3	36470	0	0	0	0	0	0	0	0	0	0	0	0
598.4	35700	0	0	0	0	0	0	0	0	0	0	0	0
598.5	35510	0	0	0	0	0	0	0	0	0	0	0	0
598.6	34820	0	0	0	0	0	0	0	0	0	0	0	0
598.7	33350	0	0	0	0	0	0	0	0	0	0	0	0
598.8	33300	0	0	0	0	0	0	0	0	0	0	0	0
598.9	32280	0	0	0	0	0	0	0	0	0	0	0	0
599	30910	0	0	0	0	0	0	0	0	0	0	0	0
599.1	30820	0	0	0	0	0	0	0	0	0	0	0	0
599.2	30000	0	0	0	0	0	0	0	0	0	0	0	0
599.3	28900	0	0	0	0	0	0	0	0	0	0	0	0
599.4	26890	0	0	0	0	0	0	0	0	0	0	0	0
599.5	26280	0	0	0	0	0	0	0	0	0	0	0	0
599.6	26020	0	0	0	0	0	0	0	0	0	0	0	0
599.7	25230	0	0	0	0	0	0	0	0	0	0	0	0
599.8	24160	0	0	0	0	0	0	0	0	0	0	0	0
599.9	23740	0	0	0	0	0	0	0	0	0	0	0	0
600	22080	0	0	0	0	0	0	0	0	0	0	0	0
600.1	22920	0	0	0	0	0	0	0	0	0	0	0	0
600.2	21480	0	0	0	0	0	0	0	0	0	0	0	0
600.3	21670	0	0	0	0	0	0	0	0	0	0	0	0
600.4	21770	0	0	0	0	0	0	0	0	0	0	0	0
600.5	21530	0	0	0	0	0	0	0	0	0	0	0	0
600.6	20640	0	0	0	0	0	0	0	0	0	0	0	0
600.7	20270	0	0	0	0	0	0	0	0	0	0	0	0
600.8	20040	0	0	0	0	0	0	0	0	0	0	0	0
600.9	18750	0	0	0	0	0	0	0	0	0	0	0	0
601	18630	0	0	0	0	0	0	0	0	0	0	0	0
601.1	17810	0	0	0	0	0	0	0	0	0	0	0	0
601.2	17850	0	0	0	0	0	0	0	0	0	0	0	0
601.3	17290	0	0	0	0	0	0	0	0	0	0	0	0
601.4	16440	0	0	0	0	0	0	0	0	0	0	0	0
601.5	15840	0	0	0	0	0	0	0	0	0	0	0	0
601.6	16360	0	0	0	0	0	0	0	0	0	0	0	0
601.7	15770	0	0	0	0	0	0	0	0	0	0	0	0
601.8	14960	0	0	0	0	0	0	0	0	0	0	0	0
601.9	16270	0	0	0	0	0	0	0	0	0	0	0	0
602	15860	0	0	0	0	0	0	0	0	0	0	0	0
602.1	15730	0	0	0	0	0	0	0	0	0	0	0	0
602.2	15330	0	0	0	0	0	0	0	0	0	0	0	0
602.3	16180	0	0	0	0	0	0	0	0	0	0	0	0
602.4	16460	0	0	0	0	0	0	0	0	0	0	0	0
602.5	17200	0	0	0	0	0	0	0	0	0	0	0	0
602.6	17020	0	0	0	0	0	0	0	0	0	0	0	0
602.7	18380	0	0	0	0	0	0	0	0	0	0	0	0
602.8	18850	0	0	0	0	0	0	0	0	0	0	0	0
602.9	19670	0	0	0	0	0	0	0	0	0	0	0	0
603	20120	0	0	0	0	0	0	0	0	0	0	0	0
603.1	21060	0	0	0	0	0	0	0	0	0	0	0	0
603.2	22240	0	0	0	0	0	0	0	0	0	0	0	0
603.3	21750	0	0	0	0	0	0	0	0	0	0	0	0
603.4	22880	0	0	0	0	0	0	0	0	0	0	0	0
603.5	23510	0	0	0	0	0	0	0	0	0	0	0	0
603.6	22690	0	0	0	0	0	0	0	0	0	0	0	0
603.7	23500	0	0	0	0	0	0	0	0	0	0	0	0
603.8	22910	0	0	0	0	0	0	0	0	0	0	0	0
603.9	23160	0	0	0	0	0	0	0	0	0	0	0	0
604	22390	0	0	0	0	0	0	0	0	0	0	0	0
604.1	22120	0	0	0	0	0	0	0	0	0	0	0	0
604.2	22640	0	0	0	0	0	0	0	0	0	0	0	0
604.3	22380	0	0	0	0	0	0	0	0	0	0	0	0
604.4	22610	0	0	0	0	0	0	0	0	0	0	0	0
604.5	21680	0	0	0	0	0	0	0	0	0	0	0	0
604.6	21200	0	0	0	0	0	0	0	0	0	0	0	0
604.7	20430	0	0	0	0	0	0	0	0	0	0	0	0
604.8	20310	0	0	0	0	0	0	0	0	0	0	0	0
604.9	18880	0	0	0	0	0	0	0	0	0	0	0	0
605	18210	0	0	0	0	0	0	0	0	0	0	0	0
605.1	17550	0	0	0	0	0	0	0	0	0	0	0	0
605.2	16560	0	0	0	0	0	0	0	0	0	0	0	0
605.3	16600	0	0	0	0	0	0	0	0	0	0	0	0
605.4	16310	0	0	0	0	0	0	0	0	0	0	0	0
605.5	15570	0	0	0	0	0	0	0	0	0	0	0	0
605.6	15940	0	0	0	0	0	0	0	0	0	0	0	0
605.7	16300	0	0	0	0	0	0	0	0	0	0	0	0
605.8	16200	0	0	0	0	0	0	0	0	0	0	0	0
605.9	16350	0	0	0	0	0	0	0	0	0	0	0	0
606	16780	0	0	0	0	0	0	0	0	0	0	0	0
606.1	17020	0	0	0	0	0	0	0	0	0	0	0	0
606.2	17800	0	0	0	0	0	0	0	0	0	0	0	0
606.3	18360	0	0	0	0	0	0	0	0	0	0	0	0
606.4	18910	0	0	0	0	0	0	0	0	0	0	0	0
606.5	20080	0	0	0	0	0	0	0	0	0	0	0	0
606.6	21310	0	0	0	0	0	0	0	0	0	0	0	0
606.7	21660	0	0	0	0	0	0	0	0	0	0	0	0
606.8	23220	0	0	0	0	0	0	0	0	0	0	0	0
606.9	23870	0	0	0	0	0	0	0	0	0	0	0	0
607	24260	0	0	0	0	0	0	0	0	0	0	0	0
607.1	25320	0	0	0	0	0	0	0	0	0	0	0	0
607.2	25250	0	0	0	0	0	0	0	0	0	0	0	0
607.3	26570	0	0	0	0	0	0	0	0	0	0	0	0
607.4	27290	0	0	0	0	0	0	0	0	0	0	0	0
607.5	27910	0	0	0	0	0	0	0	0	0	0	0	0
607.6	29190	0	0	0	0	0	0	0	0	0	0	0	0
607.7	29380	0	0	0	0	0	0	0	0	0	0	0	0
607.8	30980	0	0	0	0	0	0	0	0	0	0	0	0
607.9	30620	0	0	0	0	0	0	0	0	0	0	0	0
608	30190	0	0	0	0	0	0	0	0	0	0	0	0
608.1	30130	0	0	0	0	0	0	0	0	0	0	0	0
608.2	29150	0	0	0	0	0	0	0	0	0	0	0	0
608.3	29210	0	0	0	0	0	0	0	0	0	0	0	0
608.4	27200	0	0	0	0	0	0	0	0	0	0	0	0
608.5	27230	0	0	0	0	0	0	0	0	0	0	0	0
608.6	26380	0	0	0	0	0	0	0	0	0	0	0	0
608.7	25460	0	0	0	0	0	0	0	0	0	0	0	0
608.8	24520	0	0	0	0	0	0	0	0	0	0	0	0
608.9	24720	0	0	0	0	0	0	0	0	0	0	0	0
609	23540	0	0	0	0	0	0	0	0	0	0	0	0
609.1	23390	0	0	0	0	0	0	0	0	0	0	0	0
609.2	22950	0	0	0	0	0	0	0	0	0	0	0	0
609.3	22920	0	0	0	0	0	0	0	0	0	0	0	0
609.4	23500	0	0	0	0	0	0	0	0	0	0	0	0
609.5	23370	0	0	0	0	0	0	0	0	0	0	0	0
609.6	23530	0	0	0	0	0	0	0	0	0	0	0	0
609.7	23530	0	0	0	0	0	0	0	0	0	0	0	0
609.8	24720	0	0	0	0	0	0	0	0	0	0	0	0
609.9	25400	0	0	0	0	0	0	0	0	0	0	0	0
610	25180	0	0	0	0	0	0	0	0	0	0	0	0
610.1	25520	0	0	0	0	0	0	0	0	0	0	0	0
610.2	25940	0	0	0	0	0	0	0	0	0	0	0	0
610.3	26760	0	0	0	0	0	0	0	0	0	0	0	0
610.4	27180	0	0	0	0	0	0	0	0	0	0	0	0
610.5	26610	0	0	0	0	0	0	0	0	0	0	0	0
610.6	27960	0	0	0	0	0	0	0	0	0	0	0	0
610.7	27920	0	0	0	0	0	0	0	0	0	0	0	0
610.8	28960	0	0	0	0	0	0	0	0	0	0	0	0
610.9	28510	0	0	0	0	0	0	0	0	0	0	0	0
611	28480	0	0	0	0	0	0	0	0	0	0	0	0
611.1	29400	0	0	0	0	0	0	0	0	0	0	0	0
611.2	31850	0	0	0	0	0	0	0	0	0	0	0	0
611.3	30440	0	0	0	0	0	0	0	0	0	0	0	0
611.4	32280	0	0	0	0	0	0	0	0	0	0	0	0
611.5	31890	0	0	0	0	0	0	0	0	0	0	0	0
611.6	33410	0	0	0	0	0	0	0	0	0	0	0	0
611.7	34810	0	0	0	0	0	0	0	0	0	0	0	0
611.8	37450	0	0	0	0	0	0	0	0	0	0	0	0
611.9	38820	0	0	0	0	0	0	0	0	0	0	0	0
612	42420	0	0	0	0	0	0	0	0	0	0	0	0
612.1	47290	0	0	0	0	0	0	0	0	0	0	0	0
612.2	52300	0	0	0	0	0	0	0	0	0	0	0	0
612.3	59880	0	0	0	0	0	0	0	0	0	0	0	0
612.4	71120	0	0	0	0	0	0	0	0	0	0	0	0
612.5	89200	0	0	0	0	0	0	0	0	0	0	0	0
612.6	107260	0	0	0	0	0	0	0	0	0	0	0	0
612.7	128140	0	0	0	0	0	0	0	0	0	0	0	0
612.8	155410	0	0	0	0	0	0	0	0	0	0	0	0
612.9	190380	0	0	0	0	0	0	0	0	0	0	0	0
613	223860	0	0	0	0	0	0	0	0	0	0	0	0
613.1	248620	0	0	0	0	0	0	0	0	0	0	0	0
613.2	272350	0	0	0	0	0	0	0	0	0	0	0	0
613.3	273350	0	0	0	0	0	0	0	0	0	0	0	0
613.4	268680	0	0	0	0	0	0	0	0	0	0	0	0
613.5	252170	0	0	0	0	0	0	0	0	0	0	0	0
613.6	218020	0	0	0	0	0	0	0	0	0	0	0	0
613.7	178070	0	0	0	0	0	0	0	0	0	0	0	0
613.8	143890	0	0	0	0	0	0	0	0	0	0	0	0
613.9	114640	0	0	0	0	0	0	0	0	0	0	0	0
614	90280	0	0	0	0	0	0	0	0	0	0	0	0
614.1	72710	0	0	0	0	0	0	0	0	0	0	0	0
614.2	62650	0	0	0	0	0	0	0	0	0	0	0	0
614.3	54260	0	0	0	0	0	0	0	0	0	0	0	0
614.4	49680	0	0	0	0	0	0	0	0	0	0	0	0
614.5	47060	0	0	0	0	0	0	0	0	0	0	0	0
614.6	45220	0	0	0	0	0	0	0	0	0	0	0	0
614.7	45000	0	0	0	0	0	0	0	0	0	0	0	0
614.8	44970	0	0	0	0	0	0	0	0	0	0	0	0
614.9	45910	0	0	0	0	0	0	0	0	0	0	0	0
615	45910	0	0	0	0	0	0	0	0	0	0	0	0
615.1	48710	0	0	0	0	0	0	0	0	0	0	0	0
615.2	51200	0	0	0	0	0	0	0	0	0	0	0	0
615.3	52010	0	0	0	0	0	0	0	0	0	0	0	0
615.4	56370	0	0	0	0	0	0	0	0	0	0	0	0
615.5	61950	0	0	0	0	0	0	0	0	0	0	0	0
615.6	66390	0	0	0	0	0	0	0	0	0	0	0	0
615.7	75420	0	0	0	0	0	0	0	0	0	0	0	0
615.8	82890	0	0	0	0	0	0	0	0	0	0	0	0
615.9	91240	0	0	0	0	0	0	0	0	0	0	0	0
616	104350	0	0	0	0	0	0	0	0	0	0	0	0
616.1	113250	0	0	0	0	0	0	0	0	0	0	0	0
616.2	120950	0	0	0	0	0	0	0	0	0	0	0	0
616.3	131410	0	0	0	0	0	0	0	0	0	0	0	0
616.4	135910	0	0	0	0	0	0	0	0	0	0	0	0
616.5	139480	0	0	0	0	0	0	0	0	0	0	0	0
616.6	140240	0	0	0	0	0	0	0	0	0	0	0	0
616.7	140930	0	0	0	0	0	0	0	0	0	0	0	0
616.8	136680	0	0	0	0	0	0	0	0	0	0	0	0
616.9	132690	0	0	0	0	0	0	0	0	0	0	0	0
617	127950	0	0	0	0	0	0	0	0	0	0	0	0
617.1	124500	0	0	0	0	0	0	0	0	0	0	0	0
617.2	121520	0	0	0	0	0	0	0	0	0	0	0	0
617.3	118640	0	0	0	0	0	0	0	0	0	0	0	0
617.4	117810	0	0	0	0	0	0	0	0	0	0	0	0
617.5	114710	0	0	0	0	0	0	0	0	0	0	0	0
617.6	116990	0	0	0	0	0	0	0	0	0	0	0	0
617.7	118800	0	0	0	0	0	0	0	0	0	0	0	0
617.8	122610	0	0	0	0	0	0	0	0	0	0	0	0
617.9	124110	0	0	0	0	0	0	0	0	0	0	0	0
618	134760	0	0	0	0	0	0	0	0	0	0	0	0
